# Derived from GF 0023-2020, 通用规范汉字笔顺规范, published by PRC MOE/SCLW.
# The table reproduces the 8105 codepoints and official sequence/level.
# columns: sequence, char, codepoint, level
0681	材	U+6750	1
0682	村	U+6751	1
0683	杖	U+6756	1
0684	杏	U+674F	1
0685	杉	U+6749	1
0686	巫	U+5DEB	1
0687	极	U+6781	1
0688	李	U+674E	1
0689	杨	U+6768	1
0690	求	U+6C42	1
0691	甫	U+752B	1
0692	匣	U+5323	1
0693	更	U+66F4	1
0694	束	U+675F	1
0695	吾	U+543E	1
0696	豆	U+8C46	1
0697	两	U+4E24	1
0698	酉	U+9149	1
0699	丽	U+4E3D	1
0700	医	U+533B	1
0701	辰	U+8FB0	1
0702	励	U+52B1	1
0703	否	U+5426	1
0704	还	U+8FD8	1
0705	尬	U+5C2C	1
0706	歼	U+6B7C	1
0707	来	U+6765	1
0708	连	U+8FDE	1
0709	轩	U+8F69	1
0710	步	U+6B65	1
0711	卤	U+5364	1
0712	坚	U+575A	1
0713	肖	U+8096	1
0714	旱	U+65F1	1
0715	盯	U+76EF	1
0716	呈	U+5448	1
0717	时	U+65F6	1
0718	吴	U+5434	1
0719	助	U+52A9	1
0720	县	U+53BF	1
0721	里	U+91CC	1
0722	呆	U+5446	1
0723	吱	U+5431	1
0724	吠	U+5420	1
0725	呕	U+5455	1
0726	园	U+56ED	1
0727	旷	U+65F7	1
0728	围	U+56F4	1
0729	呀	U+5440	1
0730	吨	U+5428	1
0731	足	U+8DB3	1
0732	邮	U+90AE	1
0733	男	U+7537	1
0734	困	U+56F0	1
0735	吵	U+5435	1
0736	串	U+4E32	1
0737	员	U+5458	1
0738	呐	U+5450	1
0739	听	U+542C	1
0740	吟	U+541F	1
0741	吩	U+5429	1
0742	呛	U+545B	1
0743	吻	U+543B	1
0744	吹	U+5439	1
0745	呜	U+545C	1
0746	吭	U+542D	1
0747	吧	U+5427	1
0748	邑	U+9091	1
0749	吼	U+543C	1
0750	囤	U+56E4	1
0751	别	U+522B	1
0752	吮	U+542E	1
0753	岖	U+5C96	1
0754	岗	U+5C97	1
0755	帐	U+5E10	1
0756	财	U+8D22	1
0757	针	U+9488	1
0758	钉	U+9489	1
0759	牡	U+7261	1
0760	告	U+544A	1
0761	我	U+6211	1
0762	乱	U+4E71	1
0763	利	U+5229	1
0764	秃	U+79C3	1
0765	秀	U+79C0	1
0766	私	U+79C1	1
0767	每	U+6BCF	1
0768	兵	U+5175	1
0769	估	U+4F30	1
0770	体	U+4F53	1
0771	何	U+4F55	1
0772	佐	U+4F50	1
0773	佑	U+4F51	1
0774	但	U+4F46	1
0775	伸	U+4F38	1
0776	佃	U+4F43	1
0777	作	U+4F5C	1
0778	伯	U+4F2F	1
0779	伶	U+4F36	1
0780	佣	U+4F63	1
0781	低	U+4F4E	1
0782	你	U+4F60	1
0783	住	U+4F4F	1
0784	位	U+4F4D	1
0785	伴	U+4F34	1
0786	身	U+8EAB	1
0787	皂	U+7682	1
0788	伺	U+4F3A	1
0789	佛	U+4F5B	1
0790	囱	U+56F1	1
0791	近	U+8FD1	1
0792	彻	U+5F7B	1
0793	役	U+5F79	1
0794	返	U+8FD4	1
0795	余	U+4F59	1
0796	希	U+5E0C	1
0797	坐	U+5750	1
0798	谷	U+8C37	1
0799	妥	U+59A5	1
0800	含	U+542B	1
0801	邻	U+90BB	1
0802	岔	U+5C94	1
0803	肝	U+809D	1
0804	肛	U+809B	1
0805	肚	U+809A	1
0806	肘	U+8098	1
0807	肠	U+80A0	1
0808	龟	U+9F9F	1
0809	甸	U+7538	1
0810	免	U+514D	1
0811	狂	U+72C2	1
0812	犹	U+72B9	1
0813	狈	U+72C8	1
0814	角	U+89D2	1
0815	删	U+5220	1
0816	条	U+6761	1
0817	彤	U+5F64	1
0818	卵	U+5375	1
0819	灸	U+7078	1
0820	岛	U+5C9B	1
0821	刨	U+5228	1
0822	迎	U+8FCE	1
0823	饭	U+996D	1
0824	饮	U+996E	1
0825	系	U+7CFB	1
0826	言	U+8A00	1
0827	冻	U+51BB	1
0828	状	U+72B6	1
0829	亩	U+4EA9	1
0830	况	U+51B5	1
0831	床	U+5E8A	1
0832	库	U+5E93	1
0833	庇	U+5E87	1
0834	疗	U+7597	1
0835	吝	U+541D	1
0836	应	U+5E94	1
0837	这	U+8FD9	1
0838	冷	U+51B7	1
0839	庐	U+5E90	1
0840	序	U+5E8F	1
0841	辛	U+8F9B	1
0842	弃	U+5F03	1
0843	冶	U+51B6	1
0844	忘	U+5FD8	1
0845	闰	U+95F0	1
0846	闲	U+95F2	1
0847	间	U+95F4	1
0848	闷	U+95F7	1
0849	判	U+5224	1
0850	兑	U+5151	1
0851	灶	U+7076	1
0852	灿	U+707F	1
0853	灼	U+707C	1
0854	弟	U+5F1F	1
0855	汪	U+6C6A	1
0856	沐	U+6C90	1
0857	沛	U+6C9B	1
0858	汰	U+6C70	1
0859	沥	U+6CA5	1
0860	沙	U+6C99	1
0861	汽	U+6C7D	1
0862	沃	U+6C83	1
0863	沦	U+6CA6	1
0864	汹	U+6C79	1
0865	泛	U+6CDB	1
0866	沧	U+6CA7	1
0867	没	U+6CA1	1
0868	沟	U+6C9F	1
0869	沪	U+6CAA	1
0870	沈	U+6C88	1
0871	沉	U+6C89	1
0872	沁	U+6C81	1
0873	怀	U+6000	1
0874	忧	U+5FE7	1
0875	忱	U+5FF1	1
0876	快	U+5FEB	1
0877	完	U+5B8C	1
0878	宋	U+5B8B	1
0879	宏	U+5B8F	1
0880	牢	U+7262	1
0881	究	U+7A76	1
0882	穷	U+7A77	1
0883	灾	U+707E	1
0884	良	U+826F	1
0885	证	U+8BC1	1
0886	启	U+542F	1
0887	评	U+8BC4	1
0888	补	U+8865	1
0889	初	U+521D	1
0890	社	U+793E	1
0891	祀	U+7940	1
0892	识	U+8BC6	1
0893	诈	U+8BC8	1
0894	诉	U+8BC9	1
0895	罕	U+7F55	1
0896	诊	U+8BCA	1
0897	词	U+8BCD	1
0898	译	U+8BD1	1
0899	君	U+541B	1
0900	灵	U+7075	1
0901	即	U+5373	1
0902	层	U+5C42	1
0903	屁	U+5C41	1
0904	尿	U+5C3F	1
0905	尾	U+5C3E	1
0906	迟	U+8FDF	1
0907	局	U+5C40	1
0908	改	U+6539	1
0909	张	U+5F20	1
0910	忌	U+5FCC	1
0911	际	U+9645	1
0912	陆	U+9646	1
0913	阿	U+963F	1
0914	陈	U+9648	1
0915	阻	U+963B	1
0916	附	U+9644	1
0917	坠	U+5760	1
0918	妓	U+5993	1
0919	妙	U+5999	1
0920	妖	U+5996	1
0921	姊	U+59CA	1
0922	妨	U+59A8	1
0923	妒	U+5992	1
0924	努	U+52AA	1
0925	忍	U+5FCD	1
0926	劲	U+52B2	1
0927	矣	U+77E3	1
0928	鸡	U+9E21	1
0929	纬	U+7EAC	1
0930	驱	U+9A71	1
0931	纯	U+7EAF	1
0932	纱	U+7EB1	1
0933	纲	U+7EB2	1
0934	纳	U+7EB3	1
0935	驳	U+9A73	1
0936	纵	U+7EB5	1
0937	纷	U+7EB7	1
0938	纸	U+7EB8	1
0939	纹	U+7EB9	1
0940	纺	U+7EBA	1
0941	驴	U+9A74	1
0942	纽	U+7EBD	1
0943	奉	U+5949	1
0944	玩	U+73A9	1
0945	环	U+73AF	1
0946	武	U+6B66	1
0947	青	U+9752	1
0948	责	U+8D23	1
0949	现	U+73B0	1
0950	玫	U+73AB	1
0951	表	U+8868	1
0952	规	U+89C4	1
0953	抹	U+62B9	1
0954	卦	U+5366	1
0955	坷	U+5777	1
0956	坯	U+576F	1
0957	拓	U+62D3	1
0958	拢	U+62E2	1
0959	拔	U+62D4	1
0960	坪	U+576A	1
0961	拣	U+62E3	1
0962	坦	U+5766	1
0963	担	U+62C5	1
0964	坤	U+5764	1
0965	押	U+62BC	1
0966	抽	U+62BD	1
0967	拐	U+62D0	1
0968	拖	U+62D6	1
0969	者	U+8005	1
0970	拍	U+62CD	1
0971	顶	U+9876	1
0972	拆	U+62C6	1
0973	拎	U+62CE	1
0974	拥	U+62E5	1
0975	抵	U+62B5	1
0976	拘	U+62D8	1
0977	势	U+52BF	1
0978	抱	U+62B1	1
0979	拄	U+62C4	1
0980	垃	U+5783	1
0981	拉	U+62C9	1
0982	拦	U+62E6	1
0983	幸	U+5E78	1
0984	拌	U+62CC	1
0985	拧	U+62E7	1
0986	拂	U+62C2	1
0987	拙	U+62D9	1
0988	招	U+62DB	1
0989	坡	U+5761	1
0990	披	U+62AB	1
0991	拨	U+62E8	1
0992	择	U+62E9	1
0993	抬	U+62AC	1
0994	拇	U+62C7	1
0995	拗	U+62D7	1
0996	其	U+5176	1
0997	取	U+53D6	1
0998	茉	U+8309	1
0999	苦	U+82E6	1
1000	昔	U+6614	1
1001	苛	U+82DB	1
1002	若	U+82E5	1
1003	茂	U+8302	1
1004	苹	U+82F9	1
1005	苗	U+82D7	1
1006	英	U+82F1	1
1007	苟	U+82DF	1
1008	苑	U+82D1	1
1009	苞	U+82DE	1
1010	范	U+8303	1
1011	直	U+76F4	1
1012	茁	U+8301	1
1013	茄	U+8304	1
1014	茎	U+830E	1
1015	苔	U+82D4	1
